,State,RegionName,2009q2,2008q2,ratio,univ
384,Florida,Miami Beach,271033.3333333333,338400.0,1.2485549132947977,False
385,Massachusetts,Fall River,204966.66666666666,224533.33333333334,1.0954626768580258,False
386,North Carolina,Concord,143966.66666666666,148633.33333333334,1.0324149108589953,False
387,Arizona,Flagstaff,299600.0,324933.3333333333,1.0845571873609257,True
388,Texas,Allen,185600.0,198566.66666666666,1.0698635057471264,False
389,Tennessee,Franklin,309233.3333333333,324400.0,1.0490460278107148,False
390,Virginia,Herndon,396566.6666666667,432566.6666666667,1.090779188030596,False
391,Virginia,Midlothian,250633.33333333334,269266.6666666667,1.0743449926851976,False
392,Louisiana,Monroe,114366.66666666667,107866.66666666667,0.9431652579422909,True
393,New Jersey,Toms River,278833.3333333333,302166.6666666667,1.083682008368201,False
394,New Jersey,Trenton,111666.66666666667,118200.0,1.0585074626865671,False
395,Minnesota,Bloomington,204933.33333333334,222433.33333333334,1.0853936239427455,False
396,New Hampshire,Nashua,217100.0,235866.66666666666,1.0864424996161524,False
397,Oklahoma,Edmond,168900.0,174966.66666666666,1.0359186895598973,True
398,North Carolina,Chapel Hill,326033.3333333333,332500.0,1.019834372763521,True
399,Massachusetts,Lynn,207366.66666666666,232066.66666666666,1.1191126828484166,False
400,Virginia,Williamsburg,306266.6666666667,322366.6666666667,1.052568567696996,True
401,Pennsylvania,Reading,60833.333333333336,62133.333333333336,1.0213698630136987,True
402,Illinois,Cicero,150100.0,199633.33333333334,1.3300022207417277,False
403,Michigan,Holland,131533.33333333334,143866.66666666666,1.0937658388241256,False
404,Michigan,Westland,87666.66666666667,115366.66666666667,1.3159695817490493,False
405,Maryland,Bowie,300966.6666666667,335633.3333333333,1.1151844058035218,False
406,Georgia,Kennesaw,167100.0,185100.0,1.1077199281867145,True
407,Colorado,Boulder,422200.0,422833.3333333333,1.0015000789515238,True
408,New Jersey,Clifton,318466.6666666667,358200.0,1.1247644965459493,False
409,Connecticut,Norwalk,386333.3333333333,430900.0,1.1153580672993961,False
410,California,Citrus Heights,208366.66666666666,244266.66666666666,1.1722924332106863,False
411,California,Buena Park,374466.6666666667,475366.6666666667,1.2694498842798647,False
412,New York,Town of Poughkeepsie,243033.33333333334,263433.3333333333,1.083939103003703,False
413,Indiana,Gary,,,,False
414,Florida,Apopka,165500.0,199433.33333333334,1.2050352467270897,False
415,Michigan,Troy,185966.66666666666,217433.33333333334,1.1692059508872559,False
416,Maryland,Germantown,269300.0,308766.6666666667,1.1465527911870281,False
417,California,Richmond,249800.0,342200.0,1.3698959167333866,False
418,California,Hawthorne,365666.6666666667,451200.0,1.2339106654512306,False
419,Arizona,San Tan Valley,128066.66666666667,175166.66666666666,1.3677771993753252,False
420,Tennessee,Johnson City,123700.0,124733.33333333333,1.008353543519267,True
421,California,Chino,311333.3333333333,390500.0,1.2542826552462527,False
422,Ohio,Parma,109200.0,109933.33333333333,1.0067155067155067,False
423,Michigan,Macomb Township,173966.66666666666,211133.33333333334,1.2136424602414257,False
424,Washington,Spokane Valley,165866.66666666666,176400.0,1.0635048231511255,False
425,South Carolina,Lexington,147200.0,143166.66666666666,0.9725996376811593,False
426,Michigan,Farmington Hills,166966.66666666666,209366.66666666666,1.253942902775005,False
427,California,Santa Barbara,877533.3333333334,972666.6666666666,1.1084099369444655,True
428,Utah,Ogden,136200.0,147533.33333333334,1.083210964268233,False
429,California,Alhambra,421266.6666666667,446933.3333333333,1.060927361924355,False
430,Virginia,Leesburg,388833.3333333333,424700.0,1.0922417488212601,False
431,Washington,Kent,265100.0,308400.0,1.1633345907204828,False
432,Georgia,Acworth,161700.0,175633.33333333334,1.086167800453515,False
433,Colorado,Loveland,193400.0,203233.33333333334,1.0508445363667702,False
434,Virginia,Sterling,301733.3333333333,342133.3333333333,1.1338930623066725,False
435,Tennessee,Cleveland,103266.66666666667,105500.0,1.0216268560361523,False
436,Georgia,Douglasville,122000.0,138633.33333333334,1.1363387978142077,False
437,California,Redwood City,707766.6666666666,806266.6666666666,1.1391701596571375,False
438,Massachusetts,Quincy,310266.6666666667,324066.6666666667,1.044477868500215,False
439,Connecticut,Danbury,281100.0,313300.0,1.1145499822127356,False
440,California,Arden-Arcade,265533.3333333333,288500.0,1.0864925935224705,False
441,Colorado,Parker,293266.6666666667,303966.6666666667,1.036485564901114,False
442,Mississippi,Hattiesburg,147900.0,143666.66666666666,0.9713770565697543,True
443,Michigan,Utica,110300.0,140966.66666666666,1.2780296161982472,False
444,Maryland,Glen Burnie,236633.33333333334,262300.0,1.108465981124102,False
445,Missouri,Lees Summit,188200.0,241333.33333333334,1.2823237690400284,False
446,Georgia,Dalton,98866.66666666667,101400.0,1.0256237356709372,False
447,Georgia,Woodstock,171533.33333333334,182033.33333333334,1.0612125923047027,False
448,Virginia,Ashburn,399166.6666666667,443766.6666666667,1.111732776617954,False
449,Tennessee,Jackson,91533.33333333333,94466.66666666667,1.0320466132556447,False
450,California,Watsonville,341766.6666666667,472900.0,1.3836925777821125,False
451,Georgia,Roswell,265400.0,298733.3333333333,1.1255965837729214,False
452,California,Lakewood,379833.3333333333,432600.0,1.138920579201404,False
453,Colorado,Longmont,208000.0,217133.33333333334,1.0439102564102565,False
454,Georgia,Newnan,140300.0,145233.33333333334,1.0351627464956048,False
455,Oregon,Medford,201833.33333333334,234233.33333333334,1.1605284888521883,False
456,Arkansas,Fort Smith,104400.0,103966.66666666667,0.9958492975734355,False
457,Rhode Island,Cranston,201100.0,222866.66666666666,1.108238024200232,False
458,New Jersey,Camden,71800.0,76566.66666666667,1.0663881151346333,False
459,Florida,Melbourne,112600.0,135400.0,1.2024866785079928,False
460,Louisiana,Houma,147400.0,145033.33333333334,0.9839439167797377,False
461,California,Tustin,493933.3333333333,570000.0,1.1540018895937374,False
462,Minnesota,Brooklyn Park,172966.66666666666,208066.66666666666,1.202929273463095,False
463,California,Walnut Creek,555366.6666666666,636100.0,1.1453694256047058,False
464,Georgia,Conyers,124333.33333333333,144933.33333333334,1.1656836461126006,False
465,Florida,Town 'n' Country,127333.33333333333,170866.66666666666,1.3418848167539266,False
466,California,Whittier,377333.3333333333,453500.0,1.2018551236749118,True
467,Florida,Milton,133600.0,139166.66666666666,1.0416666666666665,False
468,Massachusetts,Lawrence,158500.0,184266.66666666666,1.1625657202944268,False
469,Wisconsin,Eau Claire,130433.33333333333,132766.66666666666,1.0178890876565294,True
470,California,Thousand Oaks,538666.6666666666,581833.3333333334,1.0801361386138615,False
471,California,Upland,386500.0,443500.0,1.147477360931436,False
472,Pennsylvania,Scranton,92466.66666666667,93500.0,1.0111751982696466,False
473,California,Manteca,202500.0,280433.3333333333,1.3848559670781893,False
474,Indiana,Greenwood,144833.33333333334,150266.66666666666,1.0375143843498273,False
475,Illinois,Arlington Heights,311900.0,341666.6666666667,1.0954365715507108,False
476,Texas,Mission,109300.0,101133.33333333333,0.9252820982006709,False
477,South Carolina,Sumter,,,,False
478,California,Carson,333333.3333333333,431933.3333333333,1.2958,False
479,Texas,New Braunfels,171333.33333333334,168233.33333333334,0.9819066147859922,False
480,Pennsylvania,Bethlehem,161633.33333333334,171433.33333333334,1.0606310579500928,True
481,California,Mountain View,737600.0,808433.3333333334,1.096032176428055,False
482,Illinois,Evanston,307466.6666666667,333566.6666666667,1.084887250650477,True
483,California,Bellflower,331033.3333333333,419500.0,1.2672439834860538,False
484,Florida,Plant City,143033.33333333334,163533.33333333334,1.1433232346772315,False
485,California,Westminster,424900.0,506066.6666666667,1.1910253392955206,False
486,Georgia,Warner Robins,100166.66666666667,104700.0,1.0452579034941762,False
487,Georgia,Covington,109000.0,129566.66666666667,1.18868501529052,False
488,California,Covina,338800.0,407233.3333333333,1.201987406532861,False
489,Michigan,Shelby Township,155000.0,190033.33333333334,1.2260215053763441,False
490,Illinois,Waukegan,130566.66666666667,147533.33333333334,1.129946387541486,False
491,Arkansas,Conway,123166.66666666667,122733.33333333333,0.9964817320703653,True
492,Washington,Redmond,464033.3333333333,528166.6666666666,1.1382084620357733,False
493,North Carolina,High Point,105500.0,111033.33333333333,1.0524486571879936,False
494,Massachusetts,Somerville,340166.6666666667,352200.0,1.035374816266536,False
495,Connecticut,New Britain,148500.0,162100.0,1.0915824915824917,True
496,Tennessee,Maryville,133866.66666666666,138666.66666666666,1.0358565737051793,False
497,Utah,Saint George,239966.66666666666,250000.0,1.0418113626892624,False
498,California,Pittsburg,198266.66666666666,327266.6666666667,1.6506388702084736,False
499,Indiana,Valparaiso,185500.0,179633.33333333334,0.9683737646001798,True
500,Florida,Largo,123100.0,145733.33333333334,1.1838613593284593,False
501,California,Redlands,295666.6666666667,327700.0,1.1083427282976324,True
502,Florida,Oviedo,227066.66666666666,257933.33333333334,1.135936582501468,False
503,Florida,Palm Coast,152833.33333333334,179666.66666666666,1.1755725190839694,False
504,South Carolina,North Charleston,122233.33333333333,119966.66666666667,0.9814562312517044,False
505,Michigan,Southfield,102833.33333333333,138000.0,1.3419773095623988,False
506,Florida,Deltona,112033.33333333333,150733.33333333334,1.3454329068729547,False
507,California,Turlock,185000.0,239800.0,1.2962162162162163,True
508,Rhode Island,Pawtucket,168233.33333333334,193700.0,1.1513770556766396,False
509,Michigan,Rochester Hills,189966.66666666666,221900.0,1.1680996666081769,False
510,Missouri,Saint Charles,162466.66666666666,174533.33333333334,1.0742716454657366,False
511,North Carolina,Lexington,,,,False
512,California,Porterville,160266.66666666666,179566.66666666666,1.120424292845258,False
513,California,Folsom,379166.6666666667,398100.0,1.049934065934066,False
514,Florida,Sanford,145300.0,176066.66666666666,1.211745813259922,False
515,Florida,Kendall,206366.66666666666,277766.6666666667,1.3459861088677114,False
516,California,Tulare,149400.0,176466.66666666666,1.181169120928157,False
517,California,Baldwin Park,266000.0,359933.3333333333,1.3531328320802005,False
518,Washington,Lynnwood,301666.6666666667,350500.0,1.1618784530386739,False
519,California,Lake Forest,484533.3333333333,575233.3333333334,1.1871904237754543,False
520,Delaware,Wilmington,139500.0,144000.0,1.032258064516129,False
521,California,San Ramon,650200.0,721333.3333333334,1.109402235209679,False
522,New York,New Rochelle,620933.3333333334,673100.0,1.0840133132918186,False
523,California,Camarillo,449100.0,500633.3333333333,1.1147480145476136,False
524,Oregon,Springfield,180600.0,196800.0,1.089700996677741,False
525,California,Petaluma,437133.3333333333,491600.0,1.1245996644807077,False
526,California,La Mesa,348566.6666666667,389200.0,1.1165726307736443,False
527,California,Huntington Park,258000.0,391300.0,1.5166666666666666,False
528,South Carolina,Simpsonville,169500.0,174200.0,1.0277286135693215,False
529,Indiana,Hammond,84366.66666666667,102766.66666666667,1.2180956143816672,False
530,Florida,Palm Harbor,166300.0,197966.66666666666,1.1904189216275807,False
531,Virginia,Stafford,269666.6666666667,309300.0,1.1469715698393077,False
532,New York,Town of Colonie,204166.66666666666,205133.33333333334,1.0047346938775512,False
533,Georgia,Canton,187600.0,199500.0,1.0634328358208955,False
534,South Carolina,Mount Pleasant,291566.6666666667,287433.3333333333,0.9858237109866238,False
535,Illinois,Plainfield,210966.66666666666,231633.33333333334,1.0979617633117398,False
536,New Jersey,Cherry Hill,257300.0,276133.3333333333,1.0731960098458349,False
537,Florida,Brandon,138033.33333333334,172933.33333333334,1.2528374788698382,False
538,Tennessee,Kingsport,111966.66666666667,108533.33333333333,0.9693361119380767,False
539,Iowa,Council Bluffs,110100.0,114700.0,1.041780199818347,False
540,North Carolina,Asheville,188000.0,196066.66666666666,1.0429078014184396,False
541,California,Pleasanton,661200.0,714800.0,1.0810647307924985,False
542,Georgia,Smyrna,185866.66666666666,206266.66666666666,1.1097560975609757,False
543,New Jersey,Brick,265233.3333333333,287266.6666666667,1.0830715093628254,False
544,Oregon,Gresham,222400.0,249800.0,1.1232014388489209,False
545,North Carolina,Greenville,118066.66666666667,115600.0,0.979107848673066,True
546,Massachusetts,Framingham,289800.0,317466.6666666667,1.0954681389463998,True
547,Florida,Lauderhill,73966.66666666667,116833.33333333333,1.579540333483551,False
548,California,Apple Valley,156033.33333333334,234133.33333333334,1.50053407391583,False
549,Washington,Kirkland,394533.3333333333,448000.0,1.1355187563366003,False
550,Hawaii,Waipahu,468200.0,510733.3333333333,1.0908443685034885,False
551,California,Redondo Beach,669033.3333333334,729100.0,1.0897812764685366,False
552,California,Yuba City,186533.33333333334,236900.0,1.270014295925661,False
553,North Dakota,Bismarck,161266.66666666666,159300.0,0.9878048780487806,False
554,South Carolina,Greer,147633.33333333334,150100.0,1.0167080605102732,False
555,North Carolina,Mooresville,193900.0,203566.66666666666,1.049853876568678,False
556,Arizona,Casa Grande,127566.66666666667,153033.33333333334,1.1996341782074733,False
557,North Carolina,Salisbury,135566.66666666666,143800.0,1.06073272682567,False
558,Virginia,Centreville,323500.0,367233.3333333333,1.1351880473982483,False
559,California,San Marcos,355166.6666666667,428866.6666666667,1.207508212106992,False
560,Washington,Pasco,139433.33333333334,137400.0,0.9854171647143198,False
561,Rhode Island,Warwick,187833.33333333334,211300.0,1.1249334516415261,False
562,Washington,Bremerton,221633.33333333334,239333.33333333334,1.07986163332832,False
563,California,Spring Valley,263500.0,353700.0,1.342314990512334,False
564,Montana,Great Falls,157933.33333333334,151466.66666666666,0.9590544533558463,False
565,Missouri,O Fallon,191100.0,209866.66666666666,1.0982033839176695,False
566,Michigan,Waterford,106866.66666666667,134833.33333333334,1.2616968184653774,False
567,New Jersey,Passaic,298300.0,364033.3333333333,1.2203598167393004,False
568,Illinois,Schaumburg,222666.66666666666,257033.33333333334,1.1543413173652695,False
569,California,Lodi,213533.33333333334,259366.66666666666,1.2146425226350295,False
570,Maryland,Ellicott City,469933.3333333333,505200.0,1.0750461058306142,False
571,Indiana,West Lafayette,179066.66666666666,161533.33333333334,0.9020848845867462,True
572,Minnesota,Plymouth,277233.3333333333,293533.3333333333,1.0587952386677888,False
573,Maryland,Waldorf,278333.3333333333,308733.3333333333,1.1092215568862276,False
